InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
545340,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,3/2/2011 8:41,2.95,15416,United Kingdom
562173,23067,HANGING ENGRAVED METAL HEART,4,8/3/2011 12:12,4.15,14530,United Kingdom
574700,84375,SET OF 20 KIDS COOKIE CUTTERS,2,11/6/2011 13:53,2.1,16033,United Kingdom
581126,22075,6 RIBBONS ELEGANT CHRISTMAS ,24,12/7/2011 12:43,0.39,18272,United Kingdom
569110,22621,TRADITIONAL KNITTING NANCY,12,9/30/2011 12:44,1.65,17675,United Kingdom
576321,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",1,11/14/2011 14:59,0.39,14953,United Kingdom
577296,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,11/18/2011 12:47,2.95,17286,United Kingdom
556507,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,6/13/2011 9:55,1.25,12567,France
552234,84993A,75 GREEN PETIT FOUR CASES,1,5/6/2011 16:01,0.83,NA,United Kingdom
571103,82494L,WOODEN FRAME ANTIQUE WHITE ,6,10/13/2011 15:50,2.95,18160,United Kingdom
571682,23147,SINGLE ANTIQUE ROSE HOOK IVORY,3,10/18/2011 14:00,1.45,14179,United Kingdom
539142,84692,BOX OF 24 COCKTAIL PARASOLS,25,12/16/2010 11:35,0.42,14849,United Kingdom
548894,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1,4/4/2011 16:01,24.96,NA,United Kingdom
538826,21357,TOAST ITS - DINOSAUR,2,12/14/2010 12:58,1.25,12370,Cyprus
581023,23122,PARTY CHARMS 50 PIECES,1,12/7/2011 10:35,1.67,NA,United Kingdom
544201,22432,WATERING CAN PINK BUNNY,1,2/17/2011 10:11,4.13,NA,United Kingdom
566482,22111,SCOTTIE DOG HOT WATER BOTTLE,3,9/13/2011 9:43,4.95,16609,United Kingdom
564729,20727,LUNCH BAG  BLACK SKULL.,3,8/28/2011 12:44,1.65,13137,United Kingdom
571279,23404,HOME SWEET HOME BLACKBOARD,1,10/16/2011 12:54,4.95,16466,United Kingdom
544694,22779,WOODEN OWLS LIGHT GARLAND ,4,2/23/2011 9:30,4.25,17706,United Kingdom
538744,22469,HEART OF WICKER SMALL,1,12/14/2010 11:26,1.65,15356,United Kingdom
542431,22169,FAMILY ALBUM WHITE PICTURE FRAME,4,1/28/2011 10:28,8.5,12853,United Kingdom
574096,21090,SET/6 COLLAGE PAPER PLATES,12,11/3/2011 9:55,0.39,13599,United Kingdom
550912,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,4/21/2011 13:17,0.65,13267,United Kingdom
577358,84375,SET OF 20 KIDS COOKIE CUTTERS,2,11/18/2011 15:59,4.13,NA,United Kingdom
559923,21829,DINOSAUR KEYRINGS ASSORTED,1,7/13/2011 16:07,0.42,NA,United Kingdom
564752,22654,DELUXE SEWING KIT ,12,8/30/2011 10:07,5.95,16126,United Kingdom
569404,23523,TREASURE AHOY WALL ART,6,10/4/2011 9:03,3.75,13319,United Kingdom
540154,35648,VINTAGE BEAD PINK PURSE ,1,1/5/2011 11:30,1.66,NA,United Kingdom
575954,22338,STAR DECORATION PAINTED ZINC ,12,11/13/2011 12:03,0.19,17211,United Kingdom
561714,22697,GREEN REGENCY TEACUP AND SAUCER,6,7/29/2011 11:56,2.95,18081,United Kingdom
541253,20966,SANDWICH BATH SPONGE,1,1/16/2011 13:51,1.25,17841,United Kingdom
575330,23344,JUMBO BAG 50'S CHRISTMAS ,10,11/9/2011 13:50,2.08,15152,United Kingdom
580901,23136,IVORY WIRE SWEETHEART LETTER TRAY,4,12/6/2011 12:45,3.75,16528,United Kingdom
554712,22203,MILK PAN RED RETROSPOT,8,5/26/2011 10:43,3.75,16873,United Kingdom
552282,23003,TRAVEL CARD WALLET VINTAGE ROSE ,8,5/8/2011 12:44,0.42,14040,United Kingdom
549295,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,4/7/2011 19:49,0.83,NA,United Kingdom
578289,23266,SET OF 3 WOODEN STOCKING DECORATION,12,11/23/2011 14:07,1.25,17841,United Kingdom
575491,22633,HAND WARMER UNION JACK,1,11/9/2011 17:47,2.1,15531,United Kingdom
581429,23222,CHRISTMAS TREE HANGING GOLD,12,12/8/2011 15:41,0.83,16322,United Kingdom
572298,23556,LANDMARK FRAME COVENT GARDEN ,3,10/23/2011 14:33,12.5,14071,United Kingdom
540821,22819,"BIRTHDAY CARD, RETRO SPOT",13,1/11/2011 13:16,0.43,NA,United Kingdom
C569988,22766,PHOTO FRAME CORNICE,-1,10/6/2011 19:57,2.95,17231,United Kingdom
541862,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,1/23/2011 16:02,2.95,14068,United Kingdom
547910,21034,REX CASH+CARRY JUMBO SHOPPER,1,3/28/2011 12:23,0.95,14159,United Kingdom
541223,20658,RED RETROSPOT LUGGAGE TAG,1,1/14/2011 14:39,1.25,17954,United Kingdom
545025,21253,SET OF PICTURE FRAME  STICKERS,1,2/25/2011 14:40,5.79,NA,United Kingdom
538709,22273,FELTCRAFT DOLL MOLLY,2,12/14/2010 10:46,2.95,16442,United Kingdom
568898,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,9/29/2011 13:17,2.95,13354,United Kingdom
541421,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,1/17/2011 17:44,2.46,NA,United Kingdom
567968,85204,HANGING WOOD AND FELT FLOWER,96,9/23/2011 9:44,0.12,12546,Spain
580610,21169,YOU'RE CONFUSING ME METAL SIGN ,1,12/5/2011 11:48,4.13,NA,United Kingdom
571682,21584,RETROSPOT SMALL TUBE MATCHES,1,10/18/2011 14:00,1.65,14179,United Kingdom
579689,22571,ROCKING HORSE RED CHRISTMAS ,2,11/30/2011 14:00,0.85,14606,United Kingdom
563549,23236,STORAGE TIN VINTAGE DOILY ,1,8/17/2011 12:34,5.79,NA,United Kingdom
575602,22867,HAND WARMER BIRD DESIGN,4,11/10/2011 12:27,2.1,17059,United Kingdom
579393,23204,CHARLOTTE BAG APPLES DESIGN,10,11/29/2011 12:07,0.85,12627,Germany
571717,22938,CUPCAKE LACE PAPER SET 6,2,10/18/2011 17:10,1.95,14381,United Kingdom
580115,22631,CIRCUS PARADE LUNCH BOX ,1,12/1/2011 16:22,4.13,NA,United Kingdom
563924,23070,EDWARDIAN HEART PHOTO FRAME,4,8/21/2011 14:32,4.15,15984,United Kingdom
567378,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,9/20/2011 10:01,2.95,14911,EIRE
538652,21664,RIDGED GLASS STORAGE JAR CREAM LID,1,12/13/2010 15:12,3.75,17890,United Kingdom
538183,20961,STRAWBERRY BATH SPONGE ,20,12/10/2010 10:21,1.25,16265,United Kingdom
561120,23202,JUMBO BAG VINTAGE LEAF,10,7/25/2011 12:50,2.08,15835,United Kingdom
555101,85099B,JUMBO BAG RED RETROSPOT,20,5/31/2011 13:45,2.08,13070,United Kingdom
551950,22030,SWALLOWS GREETING CARD,12,5/5/2011 11:38,0.42,14911,EIRE
541567,22356,CHARLOTTE BAG PINK POLKADOT,20,1/19/2011 11:51,0.85,12681,France
538566,22837,HOT WATER BOTTLE BABUSHKA ,7,12/13/2010 11:21,4.65,NA,United Kingdom
556237,DOT,DOTCOM POSTAGE,1,6/9/2011 15:34,275.34,NA,United Kingdom
557494,21931,JUMBO STORAGE BAG SUKI,6,6/20/2011 15:19,4.13,NA,United Kingdom
572231,23374,RED SPOT PAPER GIFT BAG,10,10/21/2011 14:41,0.82,13974,United Kingdom
569205,21900,"KEY FOB , SHED",7,10/2/2011 10:55,0.65,16923,United Kingdom
569124,22029,SPACEBOY BIRTHDAY CARD,12,9/30/2011 13:15,0.42,15172,United Kingdom
550467,21794,CLASSIC FRENCH STYLE BASKET NATURAL,3,4/18/2011 13:36,6.75,18009,United Kingdom
560926,22778,GLASS CLOCHE SMALL,1,7/22/2011 9:20,8.29,NA,United Kingdom
551967,22189,CREAM HEART CARD HOLDER,4,5/5/2011 13:19,3.95,16457,United Kingdom
556206,84987,SET OF 36 TEATIME PAPER DOILIES,12,6/9/2011 13:46,1.45,14911,EIRE
576365,23517,EMBROIDERED RIBBON REEL REBECCA ,7,11/14/2011 17:55,6.95,NA,United Kingdom
536991,22335,HEART DECORATION PAINTED ZINC ,5,12/3/2010 15:16,0.65,NA,United Kingdom
557937,22672,FRENCH BATHROOM SIGN BLUE METAL,1,6/23/2011 15:30,3.29,NA,United Kingdom
548894,22247,BUNNY DECORATION MAGIC GARDEN,2,4/4/2011 16:01,1.63,NA,United Kingdom
557466,20675,BLUE POLKADOT BOWL,16,6/20/2011 13:08,1.25,13815,Germany
536544,21803,CHRISTMAS TREE STAR DECORATION,11,12/1/2010 14:32,0.43,NA,United Kingdom
567174,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,2,9/18/2011 13:31,1.65,16438,United Kingdom
580399,22424,ENAMEL BREAD BIN CREAM,1,12/4/2011 11:45,12.75,13471,United Kingdom
578921,22093,MOTORING TISSUE BOX,1,11/27/2011 11:57,0.39,13596,United Kingdom
581219,23370,SET 36 COLOURING PENCILS DOILY,3,12/8/2011 9:28,2.46,NA,United Kingdom
581456,21124,SET/10 BLUE POLKADOT PARTY CANDLES,8,12/8/2011 18:42,1.25,17530,United Kingdom
577252,21644,ASSORTED TUTTI FRUTTI HEART BOX,4,11/18/2011 12:22,1.25,18034,United Kingdom
555845,21868,POTTING SHED TEA MUG,1,6/7/2011 13:19,1.25,17015,United Kingdom
571308,20712,JUMBO BAG WOODLAND ANIMALS,10,10/17/2011 10:10,2.08,12475,Germany
539451,22502,PICNIC BASKET WICKER SMALL,1,12/17/2010 16:59,8.47,NA,United Kingdom
552170,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,5/6/2011 12:53,2.08,16458,United Kingdom
574830,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,11/7/2011 11:21,4.15,16053,United Kingdom
541227,22384,LUNCH BAG PINK POLKADOT,10,1/14/2011 15:29,1.65,16839,United Kingdom
563073,21976,PACK OF 60 MUSHROOM CAKE CASES,24,8/11/2011 15:56,0.55,18235,United Kingdom
539451,16237,SLEEPING CAT ERASERS,2,12/17/2010 16:59,0.43,NA,United Kingdom
572306,21670,BLUE SPOT CERAMIC DRAWER KNOB,2,10/23/2011 15:11,1.45,17841,United Kingdom
573339,15036,ASSORTED COLOURS SILK FAN,48,10/30/2011 11:49,0.83,13278,United Kingdom
578065,23535,WALL ART BICYCLE SAFETY,1,11/22/2011 15:41,12.46,NA,United Kingdom
544129,22076,6 RIBBONS EMPIRE  ,24,2/16/2011 11:54,1.65,13199,United Kingdom
572309,85035C,ROSE 3 WICK MORRIS BOX CANDLE,12,10/23/2011 15:29,1.25,14432,United Kingdom
560989,22049,WRAP CHRISTMAS SCREEN PRINT,25,7/22/2011 13:20,0.42,15704,United Kingdom
571282,22920,HERB MARKER BASIL,1,10/16/2011 13:24,0.65,15545,United Kingdom
576586,23084,RABBIT NIGHT LIGHT,240,11/15/2011 14:22,1.79,12415,Australia
549300,82482,WOODEN PICTURE FRAME WHITE FINISH,6,4/8/2011 8:21,2.55,13362,United Kingdom
575854,21688,SILVER PLATE CANDLE BOWL SMALL,6,11/11/2011 12:20,2.95,14125,United Kingdom
565155,22726,ALARM CLOCK BAKELIKE GREEN,24,9/1/2011 14:58,3.75,16672,United Kingdom
556819,23288,GREEN VINTAGE SPOT BEAKER,8,6/15/2011 10:21,0.85,12682,France
569229,22425,ENAMEL COLANDER CREAM,1,10/2/2011 14:56,4.95,14502,United Kingdom
568328,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3,9/26/2011 14:06,1.45,18016,United Kingdom
549323,20973,12 PENCIL SMALL TUBE WOODLAND,48,4/8/2011 10:26,0.65,12999,United Kingdom
560644,23298,SPOTTY BUNTING,3,7/20/2011 11:22,4.95,16271,United Kingdom
573300,85099F,JUMBO BAG STRAWBERRY,1,10/28/2011 16:10,2.08,16049,United Kingdom
548711,85159B,"WHITE TEA,COFFEE,SUGAR JARS",1,4/3/2011 14:24,1.95,18116,United Kingdom
559062,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,24,7/6/2011 10:09,0.39,13253,United Kingdom
579453,23319,BOX OF 6 MINI 50'S CRACKERS,2,11/29/2011 14:03,2.49,12748,United Kingdom
545842,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,3/7/2011 13:37,2.95,15498,United Kingdom
571046,21915,RED  HARMONICA IN BOX ,12,10/13/2011 13:35,1.25,18096,United Kingdom
578522,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,11/24/2011 14:09,4.95,17254,United Kingdom
573038,22766,PHOTO FRAME CORNICE,3,10/27/2011 13:48,2.95,17545,United Kingdom
548373,21071,VINTAGE BILLBOARD DRINK ME MUG,4,3/30/2011 16:34,2.46,NA,United Kingdom
570482,23310,BUBBLEGUM RING ASSORTED,36,10/10/2011 17:00,0.42,17459,United Kingdom
536639,22865,HAND WARMER OWL DESIGN,12,12/2/2010 11:45,2.1,15111,United Kingdom
556781,22723,SET OF 6 HERB TINS SKETCHBOOK,4,6/14/2011 12:47,3.95,13384,United Kingdom
564552,15034,PAPER POCKET TRAVELING FAN ,24,8/25/2011 17:22,0.14,16670,United Kingdom
569862,23265,SET OF 3 WOODEN TREE DECORATIONS,5,10/6/2011 14:43,1.25,14518,United Kingdom
571847,23350,ROLL WRAP VINTAGE SPOT ,12,10/19/2011 12:39,1.25,15220,United Kingdom
579094,23113,PANTRY CHOPPING BOARD,3,11/28/2011 10:56,4.95,12668,Germany
580278,85150,LADIES & GENTLEMEN METAL SIGN,3,12/2/2011 13:11,2.55,13560,United Kingdom
560921,22948,METAL DECORATION NAUGHTY CHILDREN ,24,7/21/2011 19:17,0.85,16224,United Kingdom
566673,23047,PAPER LANTERN 5 POINT SEQUIN STAR,2,9/14/2011 11:39,5.75,17728,United Kingdom
579980,82482,WOODEN PICTURE FRAME WHITE FINISH,3,12/1/2011 11:16,2.95,13263,United Kingdom
575176,21976,PACK OF 60 MUSHROOM CAKE CASES,1,11/8/2011 18:29,1.25,NA,United Kingdom
563350,20961,STRAWBERRY BATH SPONGE ,10,8/15/2011 14:10,1.25,14498,United Kingdom
546306,22423,REGENCY CAKESTAND 3 TIER,2,3/10/2011 16:16,12.75,NA,United Kingdom
574076,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,3,11/2/2011 15:38,1.25,NA,United Kingdom
538370,21259,VICTORIAN SEWING BOX SMALL ,2,12/12/2010 11:06,5.95,16923,United Kingdom
572887,23008,DOLLY GIRL BABY GIFT SET,1,10/26/2011 13:47,16.95,12362,Belgium
569544,21808,"CHRISTMAS GARLAND STARS,TREES",3,10/4/2011 16:33,3.29,NA,United Kingdom
552968,21754,HOME BUILDING BLOCK WORD,3,5/12/2011 13:33,5.95,16184,United Kingdom
555925,21454,PAINTED PINK RABBIT ,1,6/7/2011 17:13,0.83,NA,United Kingdom
568137,22384,LUNCH BAG PINK POLKADOT,10,9/25/2011 10:34,1.65,12488,France
570872,90122A,PINK CRYSTAL+GLASS BRACELET,1,10/12/2011 16:40,4.98,NA,United Kingdom
578551,22587,FELTCRAFT HAIRBAND RED AND BLUE,1,11/24/2011 15:05,0.85,12937,United Kingdom
575620,84879,ASSORTED COLOUR BIRD ORNAMENT,8,11/10/2011 13:01,1.69,17573,United Kingdom
541219,22362,GLASS JAR PEACOCK BATH SALTS,1,1/14/2011 14:06,5.79,NA,United Kingdom
543989,23230,WRAP ALPHABET DESIGN,200,2/15/2011 9:52,0.34,12415,Australia
558196,48138,DOORMAT UNION FLAG,2,6/27/2011 12:38,7.95,16033,United Kingdom
564758,21213,PACK OF 72 SKULL CAKE CASES,1,8/30/2011 10:39,1.25,NA,United Kingdom
570719,22273,FELTCRAFT DOLL MOLLY,1,10/12/2011 10:45,2.95,17913,United Kingdom
545474,22730,ALARM CLOCK BAKELIKE IVORY,4,3/3/2011 10:55,3.75,16709,United Kingdom
557790,22174,PHOTO CUBE,12,6/22/2011 16:33,1.65,14099,United Kingdom
580367,22928,YELLOW GIANT GARDEN THERMOMETER,1,12/2/2011 16:39,12.46,NA,United Kingdom
567473,23397,FOOT STOOL HOME SWEET HOME ,8,9/20/2011 12:50,8.15,17841,United Kingdom
564199,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,8/23/2011 17:31,2.95,13263,United Kingdom
574722,21259,VICTORIAN SEWING BOX SMALL ,1,11/6/2011 14:45,5.95,14502,United Kingdom
577770,22367,CHILDRENS APRON SPACEBOY DESIGN,8,11/21/2011 15:33,1.95,13282,United Kingdom
554158,21498,RED RETROSPOT WRAP ,25,5/23/2011 11:44,0.42,15563,United Kingdom
553386,22626,BLACK KITCHEN SCALES,2,5/16/2011 16:22,8.5,13381,United Kingdom
563088,22091,EMPIRE TISSUE BOX,1,8/11/2011 16:51,0.39,NA,United Kingdom
559506,23344,JUMBO BAG 50'S CHRISTMAS ,1,7/8/2011 15:17,4.13,NA,United Kingdom
567477,85199L,LARGE HANGING IVORY & RED WOOD BIRD,4,9/20/2011 13:20,0.65,16327,United Kingdom
545470,22892,SET OF SALT AND PEPPER TOADSTOOLS,6,3/3/2011 10:26,1.25,14483,United Kingdom
562031,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,8/1/2011 17:37,6.35,16984,United Kingdom
540168,48194,DOORMAT HEARTS,2,1/5/2011 12:15,7.95,13715,United Kingdom
565842,21916,SET 12 RETRO WHITE CHALK STICKS,24,9/7/2011 12:10,0.42,13808,United Kingdom
568491,23356,LOVE HOT WATER BOTTLE,1,9/27/2011 11:58,5.95,15443,United Kingdom
551002,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,4/26/2011 9:37,1.25,16834,United Kingdom
559506,85093,CANDY SPOT EGG WARMER HARE,2,7/8/2011 15:17,0.83,NA,United Kingdom
538626,22834,HAND WARMER BABUSHKA DESIGN,8,12/13/2010 12:57,2.1,17338,United Kingdom
553739,23171,REGENCY TEA PLATE GREEN ,12,5/19/2011 9:23,1.65,14895,United Kingdom
545909,22138,BAKING SET 9 PIECE RETROSPOT ,3,3/8/2011 9:45,4.95,15819,United Kingdom
577298,23000,TRAVEL CARD WALLET TRANSPORT,24,11/18/2011 12:49,0.42,14299,United Kingdom
569898,23168,CLASSIC CAFE SUGAR DISPENSER,1,10/6/2011 16:08,2.46,NA,United Kingdom
576875,22386,JUMBO BAG PINK POLKADOT,10,11/16/2011 16:32,2.08,15805,United Kingdom
570049,23291,DOLLY GIRL CHILDRENS CUP,6,10/7/2011 10:55,1.25,17228,United Kingdom
572195,23100,SILVER BELLS TABLE DECORATION,1,10/21/2011 11:49,1.25,14562,United Kingdom
551142,21155,RED RETROSPOT PEG BAG,3,4/26/2011 13:22,2.55,17613,United Kingdom
539391,22770,MIRROR CORNICE,2,12/17/2010 11:51,14.95,12417,Belgium
550331,21875,KINGS CHOICE MUG,2,4/17/2011 13:43,1.25,15555,United Kingdom
540168,22569,FELTCRAFT CUSHION BUTTERFLY,2,1/5/2011 12:15,3.75,13715,United Kingdom
576518,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,6,11/15/2011 12:25,0.39,16361,United Kingdom
544205,10002,INFLATABLE POLITICAL GLOBE ,1,2/17/2011 10:31,1.63,NA,United Kingdom
565579,23296,SET OF 6 TEA TIME BAKING CASES,4,9/5/2011 12:35,1.25,18283,United Kingdom
536983,84849D,HOT BATHS SOAP HOLDER,12,12/3/2010 14:30,1.69,12712,Germany
577542,23266,SET OF 3 WOODEN STOCKING DECORATION,4,11/20/2011 14:33,1.25,13565,United Kingdom
577536,22338,STAR DECORATION PAINTED ZINC ,1,11/20/2011 14:14,0.19,15850,United Kingdom
568134,22946,WOODEN ADVENT CALENDAR CREAM,5,9/23/2011 17:02,16.63,NA,United Kingdom
559538,22429,ENAMEL MEASURING JUG CREAM,2,7/10/2011 12:25,4.25,16880,United Kingdom
560225,21623,VINTAGE UNION JACK MEMOBOARD,1,7/15/2011 16:27,19.96,NA,United Kingdom
571943,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,10/20/2011 10:10,2.49,14638,United Kingdom
578111,79321,CHILLI LIGHTS,4,11/23/2011 9:28,5.75,14790,United Kingdom
544461,22037,ROBOT BIRTHDAY CARD,12,2/20/2011 14:08,0.42,13744,United Kingdom
572341,85036A,,-82,10/24/2011 10:36,0,NA,United Kingdom
548612,22499,WOODEN UNION JACK BUNTING,3,4/1/2011 11:34,5.95,13137,United Kingdom
578270,22627,MINT KITCHEN SCALES,1,11/23/2011 13:39,16.63,14096,United Kingdom
580291,22994,TRAVEL CARD WALLET RETROSPOT,5,12/2/2011 13:36,0.42,15539,United Kingdom
581439,22197,POPCORN HOLDER,70,12/8/2011 16:30,0.85,NA,United Kingdom
547401,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,4,3/22/2011 17:00,0.85,17576,United Kingdom
545027,21934,SKULL SHOULDER BAG,1,2/25/2011 14:59,3.29,NA,United Kingdom
577355,23171,REGENCY TEA PLATE GREEN ,12,11/18/2011 15:53,1.65,14911,EIRE
541497,22324,BLUE POLKADOT KIDS BAG,1,1/18/2011 15:19,4.13,NA,United Kingdom
544773,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,2/23/2011 11:13,4.65,NA,United Kingdom
541784,20654,FIRST CLASS LUGGAGE TAG ,6,1/21/2011 12:37,1.25,17277,United Kingdom
538071,22568,FELTCRAFT CUSHION OWL,1,12/9/2010 14:09,7.62,NA,United Kingdom
541999,22678,FRENCH BLUE METAL DOOR SIGN 3,1,1/25/2011 10:45,2.46,NA,United Kingdom
539250,22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,32,12/16/2010 13:44,0.85,15157,United Kingdom
569319,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,10/3/2011 12:17,1.65,14290,United Kingdom
572513,85032C,CURIOUS IMAGES GIFT WRAP SET,2,10/24/2011 14:36,0.65,16728,United Kingdom
539437,22585,PACK OF 6 BIRDY GIFT TAGS,2,12/17/2010 14:54,2.51,NA,United Kingdom
555015,22699,ROSES REGENCY TEACUP AND SAUCER ,6,5/31/2011 10:45,2.95,16558,United Kingdom
577536,21812,GARLAND WITH HEARTS AND BELLS,1,11/20/2011 14:14,4.95,15850,United Kingdom
566952,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,9/15/2011 16:37,13.29,NA,United Kingdom
563369,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,8/16/2011 9:25,0.29,13394,United Kingdom
538379,22470,HEART OF WICKER LARGE,3,12/12/2010 11:26,2.95,17126,United Kingdom
555497,21090,SET/6 COLLAGE PAPER PLATES,48,6/3/2011 15:03,0.39,16659,United Kingdom
550500,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1,4/18/2011 15:26,3.29,NA,United Kingdom
551995,21984,PACK OF 12 PINK PAISLEY TISSUES ,1,5/5/2011 15:42,0.83,NA,United Kingdom
570690,85231G,ORANGE SCENTED SET/9 T-LIGHTS,1,10/11/2011 16:37,1.63,NA,United Kingdom
573413,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6,10/30/2011 16:12,1.45,15444,United Kingdom
541104,22317,FIVE CATS HANGING DECORATION,1,1/13/2011 14:29,2.46,NA,United Kingdom
553507,23131,MISTLETOE HEART WREATH CREAM,2,5/17/2011 13:35,4.15,17220,United Kingdom
581219,21056,DOCTOR'S BAG SOFT TOY,1,12/8/2011 9:28,16.63,NA,United Kingdom
563364,21625,VINTAGE UNION JACK APRON,6,8/16/2011 8:39,6.95,14466,United Kingdom
555111,22151,PLACE SETTING WHITE HEART,24,5/31/2011 14:37,0.42,16434,United Kingdom
539453,21906,PHARMACIE FIRST AID TIN,1,12/17/2010 17:08,13.57,NA,United Kingdom
559032,22659,LUNCH BOX I LOVE LONDON,64,7/5/2011 14:53,1.65,17511,United Kingdom
544106,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,8,2/16/2011 10:47,1.25,14530,United Kingdom
563858,21078,SET/20 STRAWBERRY PAPER NAPKINS ,12,8/19/2011 16:04,0.85,18170,United Kingdom
556483,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,6/12/2011 13:12,3.25,14823,United Kingdom
561208,23295,SET OF 12 MINI LOAF BAKING CASES,128,7/25/2011 16:39,0.72,15372,United Kingdom
546896,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,3/17/2011 18:24,0.83,NA,United Kingdom
551559,84800S,SMALL WHITE/PINK ROSE ART FLOWER,36,5/3/2011 10:42,1.06,16133,United Kingdom
580399,21770,OPEN CLOSED METAL SIGN,2,12/4/2011 11:45,4.95,13471,United Kingdom
578702,21731,RED TOADSTOOL LED NIGHT LIGHT,12,11/25/2011 10:58,1.65,15382,United Kingdom
554958,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,5/27/2011 15:17,4.13,NA,United Kingdom
537823,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,69,12/8/2010 14:25,1.25,NA,United Kingdom
570514,85099B,JUMBO BAG RED RETROSPOT,12,10/11/2011 10:36,2.08,13089,United Kingdom
561209,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,7/25/2011 16:57,3.29,NA,United Kingdom
537878,72803B,,1,12/8/2010 18:09,0,NA,United Kingdom
547830,21002,ROSE DU SUD DRAWSTRING BAG,2,3/25/2011 15:50,3.29,NA,United Kingdom
539595,22575,METAL MERRY CHRISTMAS WREATH,1,12/20/2010 13:43,4.21,NA,United Kingdom
579516,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,11/29/2011 17:52,0.55,17841,United Kingdom
540471,84707A,SILVER JEWELLED MIRROR TRINKET TRAY,2,1/7/2011 14:21,9.95,15601,United Kingdom
575366,23008,DOLLY GIRL BABY GIFT SET,1,11/9/2011 15:02,16.95,14621,United Kingdom
544293,22028,PENNY FARTHING BIRTHDAY CARD,12,2/17/2011 12:42,0.42,17954,United Kingdom
577078,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,11/17/2011 15:17,5.79,NA,United Kingdom
554520,22380,TOY TIDY SPACEBOY  ,1,5/24/2011 17:03,2.1,17841,United Kingdom
568908,23170,REGENCY TEA PLATE ROSES ,12,9/29/2011 13:38,1.65,16653,United Kingdom
544037,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2/15/2011 11:31,0.55,14961,United Kingdom
563940,84665,SQUARE CHERRY BLOSSOM CABINET,4,8/22/2011 9:30,5.95,17416,United Kingdom
555413,21561,DINOSAUR LUNCH BOX WITH CUTLERY,3,6/3/2011 9:50,2.55,17994,United Kingdom
549130,22840,ROUND CAKE TIN VINTAGE RED,1,4/6/2011 15:02,7.95,14701,United Kingdom
554367,21172,PARTY METAL SIGN ,12,5/24/2011 10:24,1.45,13089,United Kingdom
568212,75049L,LARGE CIRCULAR MIRROR MOBILE,2,9/25/2011 16:05,1.25,15154,United Kingdom
567890,35970,ZINC FOLKART SLEIGH BELLS,12,9/22/2011 15:40,1.69,14125,United Kingdom
573066,22555,PLASTERS IN TIN STRONGMAN,4,10/27/2011 13:53,1.65,16026,United Kingdom
570289,22866,HAND WARMER SCOTTY DOG DESIGN,2,10/10/2011 11:50,2.1,17377,United Kingdom
539590,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,36,12/20/2010 13:21,1.25,14733,United Kingdom
542795,22112,CHOCOLATE HOT WATER BOTTLE,6,2/1/2011 10:59,4.95,18055,United Kingdom
576202,22698,PINK REGENCY TEACUP AND SAUCER,12,11/14/2011 12:22,2.95,13767,United Kingdom
